,listing_id,id,date,reviewer_id,reviewer_name,comments
7144,25549565,988177124,2023-04-07,502067583,Shweta,"The room was super clean, very private and cozy! My dog and I enjoyed the privacy. Janet is a super friendly host and very responsive."
15197,50171851,1109563811,2023-08-28,104002942,Holly,"My partner and I loved staying at Todd and Pan's place and would definitely stay there again. The studio space looked exactly like the photos online and offered a cozy ambiance. Our favorite part was the private outside patio that was the perfect spot for a morning coffee and an evening drink. The studio's location made it easy to walk to nearby coffee shops and sights, such as the Egg and the Albany Museum. We also appreciated how responsive our hosts were throughout our stay. Overall, it was a great getaway from the suburbs."
4393,17238066,2056931477,2022-06-26,261164075,Yenchang,"I had a great stay at Adam's place. The house is close to a big supermarket, so you can get groceries you need."
12233,42092736,-1334199039,2023-09-26,110461951,Reg,John was a great host to us. He made us feel at home immediately. His home and our room were very comfortable. I’d recommend John’s place for anyone.
17750,54150131,1176205748,2023-01-25,201167698,Sean,Jared was a friendly and responsive host with a large and lovely historic home. We all slept well and also enjoyed the snacks.
8374,28722270,903152486,2023-07-16,46374161,Shelby,"Good deal, not a lot of amenities, could be a super cute air bnb with a bit more attention to the little details."
3108,10768745,19743283,2024-02-25,267199809,Christopher,Beautiful room and everything went smoothly! Would stay here again
4954,20633175,532315132,2019-09-19,252638043,David,Great Location and a perfect fit for the Area. We lifted everywhere or walked. Great location!
21539,1229756387,1289194679,2023-09-01,529665544,Jared,Beautiful apartment! Exceeded our expectations by all measures.
8863,28868857,1674519561,2023-02-28,6153080,Shelby,"Thanks for another nice, quiet stay!  Earl is super responsive, with detailed instructions."
17533,54126420,1091272837,2023-03-28,482106887,David,"The apartment was exactly as defined and the host was available when contacted.  It was a pleasure to stay in such a nice , clean , accessible, unit."
10349,34330970,405469874,2023-11-12,490346685,Richard,"Diana, what an amazing place! Seriously blew my mind when I arrived. Place was super clean, spacious, nice. Overall amazing. Thanks!"
7748,28519423,-988408097,2021-08-31,34658095,Admes,"Great place to stay, very quiet"
13574,45528939,463740000,2021-11-10,421316060,Teresa,"This is a perfect Apt in downtown Albany.  It’s  beautifully decorated, cozy and within walking distance to many restaurants and attractions. The  check in process was fast and easy with a lockbox on the property.  Linda was a great host. We very much enjoyed our stay and will definitely stay again."
17202,53483727,-1812203843,2023-12-28,228955559,Drew,"Great spot from which to explore Albany.  The location is in a safe neighborhood and central to many things in the Capital region.  Brian's place is clean and prepared, you will feel right at home - relaxed and ready for the next days adventure!"
5059,20671966,706904856,2020-11-06,4968718,David,"Super clean. Easy check in. Nicely furnished. Comfortable. <br/>It is a third floor apartment, so there are stairs to climb. Buti had no problems. Great stay."
3388,11639446,450883337,2019-05-10,45159573,Andrea,Adam is a kind and generous man.  This was a very pleasant experience.  He is also a great cook!
4269,16531782,613289048,2024-02-01,38010028,Adryana,Such a cute spot
16699,52619545,-978518030,2023-06-22,33181267,Justin,"Great place, great host! All around good vibes."
14737,48124042,-1275041600,2021-08-26,213848130,Kirk,Great Place!
12796,44180048,-104566134,2021-11-12,73386090,Timothy,Lloyd was a fantastic host. He was easily reachable and quick to respond to any question I had. I look forward to staying with him again!
3522,12284708,153533931,2017-05-21,4909832,Caroline,"The host seemed very nice. The place overall has a great value but there were a few issues. The listing does not indicate that there are a total of four bedroom (with a possibility of a total of 8 people) for a single bathroom home.<br/>The house, especially the bathroom and kitchen, needs to be cleaned on a regular basis which was not done once during our 4 day stay. The staircase has a very strong urine smell which during a hot day because very overwhelming. <br/>The host did not make an effort to greed us at all nor talk to us or check on us during our stay. <br/>Nick was still a very helpful host when I emailed him my questions. Upon arrival we requested that the AC be installed which was done promptly. "
7763,28519423,71286429,2022-08-27,465570454,Stephen,.
17164,53483727,469131957,2022-11-27,45829073,Kathleen,Lovely place! Exactly as advertised. We had 6 adults and did not feel crowded in the slightest. Safe neighborhood that is central to everything.  There is even a Dunkin I block away…I consider that a big bonus.
14546,47943571,645870624,2023-04-12,231335498,Denise,"The apartment was really good, will stay again"
9245,32279028,-526479074,2022-05-23,195740621,Andrew,Diana's home is in a nice neighborhood close to the hospital in Albany.  Her home is very clean and all the yards are well kept.  I even had a chance to talk to a couple of her neighbors while I was packing out.  Diana is also an excellent conversationalist.  Most people who review me say “I never saw him.”  Diana and I talked for over an hour.  Wonderful host.
13978,46894493,732922063,2021-02-20,373188204,Alexa,"This place was so amazing and clean! Not only that, but I enjoyed how soft the bed was. Popcorn, water, tea, etc was provided!"
21937,-1191016026,1067691303,2023-12-21,241235564,Earl,Happy customer !
16435,52360097,-1792020077,2022-05-20,162024521,Vivian,Clean unit and clear instructions.
3733,13083497,1503733266,2022-11-26,60311201,Thomas Scott,We had a wonderful return visit to Chris' property and it was even better than the first time! This is a great property at a super price and Chris is a first-rate host.
4720,20519722,610530814,2020-02-24,310200068,Manish,Mike is a super host.  <br/>I loved this place because Kitchen and Dining areas are very nice and <br/>Bathrooms area are very clean. <br/>Will certainly book this place again.
7814,28722270,404056395,2019-01-22,3227091,Benjamin,"Nice, clean place near downtown in a beautiful old building. Great communication too."
14460,47943571,752819286,2021-04-28,391870540,Dennis,"This is an amazing place in a prime location for a great price. Clean, stylish, and homey. On top of that, the host is beyond great and helpful. I HIGHLY suggest this place if you’re going to be in town. Next time I come I hope this place is open again"
1061,6623339,306497524,2018-08-12,167090062,Tanasia,The loft was so beautiful. Host was amazing too.
7638,28400263,954086845,2022-03-03,47291305,Johanna,"Loved my stay here! Very clean place, central, easy check in/out, and the hosts were super nice. There were other rooms rented out but I didn’t see or hear a single person during my 4 days - very private! 8 min walk to Albany med, perfect for travel nurses."
18721,74174211,-45552764,2022-10-24,50306772,Bineypal,Great host! Good home
11598,39864828,-975213071,2022-08-21,18364862,Steve,"The pictures were stunning, but it was even more so stunning in person. 10/10 would recommend this place to anyone looking for a super affordable stay in a gorgeous space with a TON of room! Would definitely book again! Owners were incredibly responsive and super friendly. Easy to access, too. Thanks for an amazing stay!"
6215,24655782,363822225,2018-12-29,68952764,Mahe,"Perfect for up to three people, comfy couch, comfy sofa bed, firm bed (we like that). The kitchen had everything I needed to make a meal, make tea, and warm food up which was what we needed and more. The place felt lived in and real which put our minds at ease over all. One note: the walls are a little thin (like most houses in the area) so keep that in mind. <br/>Excited to stay again in the future!"
19545,1168047895,-1966673299,2024-02-01,519920962,Ashika,"My first airbnb, Neha made the experience very pleasant and peaceful. She was very responsive and checked in. Her place was spotless and had all the necessities. Definitely would stay again!"
2375,9501054,739850952,2021-03-17,3901215,Gopi,"Gregg is very quick to respond and place is decent, I had a good stay. Only difficult part was finding Parking."
17207,53483727,-1740273322,2024-02-13,351740638,Samantha,We were in Albany for a day to lobby at the state capital building. The location was perfect — only 10 minutes away from the city center. The home was clean and spacious. Brian was extremely responsive and proactively communicative. Check-in and check-out were extremely easy. Would recommend!
10958,38321579,-1348495276,2022-05-07,406370685,Tameil,Always a pleasant stay!
4219,16531782,367916889,2023-08-31,106009853,Yuridia,"If I could give 6 stars I definitely would! This house is by far the most beautiful and authentic place I have ever stayed at! If you want to get an impression of how these beautiful country old houses look like from the inside, this stay is all what you need. As a history lover, it was just wonderful as the decoration has been really kept in its original style. The studio was equipped with everything. A nice tv and a beautiful bed, practical kitchen and nice bathroom. An old fashioned desk with some nice info on Albany and a cozy sitting area. The place is in a very quiet and green neighborhood and it’s close from the city center. A great starting point to discover Albany. I would truly recommend this hidden gem if you want to have a unique experience."
2915,10768745,-2100950952,2021-11-21,432303069,Melvin,The perfect place to rest your head.  The house was in a wonderful location if you have a college student and I need somewhere to stay.  Safe and comfortable.  Definitely recommend to others!!
20419,1053640406,1513471625,2023-08-26,76655345,Meghan,"We were in town house-hunting for my brother and this was a PERFECT home base for us. Impeccably clean, comfortable, functional, and beautifully furnished with plush, comfy beds. Apartment is JUST like it looks in the pictures and appears that there's an almost identical unit downstairs, so together they might be good for a larger group. The host is a quick communicator and very accomodating.<br/>The street this unit is on is very nice. Easy and safe walk to the captial, museum and other attractions. We liked the location so much we actually ended up finding a long-term rental there one block over!"
9477,32993402,659446407,2020-09-01,364583063,Darius,Good
17466,53645427,-2145596304,2023-12-23,382927746,Yosmany,"Place Was Exactly How It Looks , 10/10"
16966,52863776,-232765909,2022-12-16,473706446,Aliaxey,Very charming place right across the park and close to everything.
88,1489424,85106116,2016-07-10,81710491,Mitchell,"Efrat and Dan were very welcoming and nice.  The house, while older, is well kept and is in a good neighborhood. The room was clean and comfortable."
9313,32279028,1494046105,2023-11-02,225764884,Nona,My stay at Diana’s was great! It was just what I needed as a solo traveler for a night.  Very affordable and although there are shared common spaces I never had a problem with privacy. I highly recommend Diana’s place!
3739,13083497,-1648195528,2023-05-28,511458244,Kerry,This listing was accurately described in the listing. Akhilesh was very responsive. We enjoyed sitting on the back porch. I would recommend this home for a comfortable stay in Albany.
19218,1300873558,-668938021,2023-01-04,59756084,Jason,"Comfortable accommodations in a great city neighborhood with plenty of restaurants and shops close by.  The shower is amazing.  Free on-street parking, but you have to move your car every 2 hours."
13461,45313545,1793072798,2022-06-13,308596795,Carolyn,Kori's place was exactly as described and pictured on the site.  Very spacious and clean.  Quiet neighborhood and parking was so easy.  Highly recommend staying here.
14326,47440071,754125155,2021-05-02,350313699,Muriel,"This place was absolutely gorgeous and near tons of little food places. We had our 2 year old, who loved all the poodle snuggles and all the squishy toys upstairs. The couch’s were so comfy, the pool was so warm, very very relaxing! We will definitely be returning"
19618,2023522984,336101459,2023-10-13,66665324,Richard,"We really enjoyed the space, especially with needing the 4 bedrooms for the 5 of us. It was perfect as it was only a few blocks from our daughter's place and allowed us to get to where we wanted to be without traveling too far. We enjoyed it immensely."
5245,21752534,248430731,2018-03-31,174821620,Yadira,Great place! It has everything and smart tvs are a plus. Super comfy bed. Overall great experience. I would recommend!
7886,28722270,456494115,2019-05-21,89668238,Monique,Really enjoyed my stay—the place was very clean and there were lots of thoughtful touches. I had one minor issue and Earl responded immediately and fixed it. I would definitely stay here again and would recommend it!
3703,13083497,762838640,2021-05-26,198933710,Charisse,Beautiful home. great amenities. Host is a great communicator; very accommodating. Great stay!!! Great location!! Very walkable and friendly neighborhood. Quiet. Peaceful. Everything is as described and better.
17964,288782731,-776703021,2023-02-07,476237132,Joseph,"I have now stayed in 2 of her spaces, and I highly recommend both. They are very homey and she is very responsive and helpful. I am to return to the area soon, and I will be staying in one of her spaces for sure"
6164,24655782,310409384,2018-08-19,60782571,Bethany,"Enjoyed staying here, very cute apartment and great host. He responds very quickly and even provided us with a helpful guidebook for the area. There is a fabulous Thai restaurant down the road. The bed and pillows were extremely comfortable though we had to sleep in the living room because the bedroom was too hot for us - the living room has an AC unit but the bedroom only has a fan. Overall a great place with easy access and good location. "
12121,42092736,634043424,2020-07-02,294030644,Hannah,John’s house is very well-cleaned. He is quick to respond and is very helpful with anything
10735,35914565,193528366,2023-05-01,481601569,Mario,"Diana was great! Very responsive, with clear and concise instructions all around. Beautiful place, really enjoyed the jacuzzi."
6286,24655782,534242199,2019-09-22,157442375,Jacqueline,Very cute and clean place to stay for the weekend!
15782,51560588,1316488302,2022-03-20,258037095,Dina,We had a great time at Jerry’s place. The communication was super easy and quick and the place looks exactly like it does on the pictures. The neighborhood is very conveniently located and although it’s a lively neighborhood the apartment is very quiet! Would absolutely recommend to stay there!   Dina and John
20724,-553884809,269876899,2024-01-21,523128959,Dale,Worth the price
17987,288782731,-1747033809,2023-10-09,346091385,Riley,"Super comfy apartment. Nice bed, TV, kitchen, and bathroom. Diana was great, very responsive and helpful. Provided help with the door lock and got extra towels for me when I asked. Only downfall, very sketchy neighborhood. I did not feel safe leaving my car, especially at night. Not ideal for a single, female traveler. Taking my dog out to potty before bed was very nerve racking."
1205,7563949,194000770,2017-09-15,14035741,Markeze,Really unique place with a very detail oriented host. Would def stay again if visiting Albany.
13987,46894493,743545472,2021-03-29,324942121,Faaraz,This has to be one of the best airbnb’s I’ve stayed in the amenities go above and beyond. The house is beautiful and looks amazing in the day time. I couldn’t recommend a place more.
11278,39836487,-1091762438,2021-08-17,373964297,Allie,"Great place- looks exactly like the pictures. Location is nice, lots of food places in walking distance. Would stay again!"
10224,34330970,723367876,2021-01-10,89555743,Reilley,"My boyfriend and I visited this AirBnb as a little birthday staycation. The amenities were perfect and kept us entertained all weekend long. Diana was so quick to respond to questions, offered great suggestions on places in town, and even went above and beyond to provide us with a DVD player for the weekend. Would definitely stay with her again if we are back in town!"
3993,16531782,1105081775,2021-06-25,273032313,Tamas,"Elizabeth was friendly and the apartment was beautiful, not to mention there was a pool!"
6888,25549565,-772115420,2021-07-11,403912466,Nicholas,Janet was great to work with and quick to communicate!
18152,-134757179,1016551069,2022-11-14,284609265,Natalia,"We recommend this place.  We liked Diana's apartment.  It was clean, cozy, and comfortable.  Diana quickly responded to messages, and gave clear instructions.  We appreciate it ☺️"
15776,51560588,-1001079886,2021-11-24,188601675,Jonah,Cozy studio and the hosts were super quick in responding. We were greeted by chocolates when we arrived. Great spot - five minute walk to the best cheesecake place in town!
12484,43736299,707126313,2020-11-07,114345743,Jillian,"Scott was so awesome. I made my booking super last minute, and he was able to accommodate us quite quickly. He was also always very responsive with any questions I had. <br/>The apt itself was great. I stayed at three different places on this trip, and this was by far the cleanest. I felt totally safe, even during covid. It was nice that there were plenty of dishes, both standard and disposals. Plenty of paper towels, toilet paper, cleaning supplies. Laundry in the basement was convenient. It might be nice actually if a laundry basket was provided, but we used reusable bags that we bought at Price Chopper for <br/>groceries. <br/>We came for a medical procedure that I needed done, and also had to work during the day. There is a small desk that can be used for a laptop, along with a small bar table that could be used for a laptop. There is also a folding table that I set up to use my laptop with a monitor, keyboard, etc. All of the options for work spaces were awesome!!!  <br/>The beds were so comfortable that I checked the label to see what they were. I’ve never done that before in an Airbnb! The balcony is super cute and it was nice to open the door and get fresh air. We didn’t have a car, but noticed that though the parking in the back was usually full there seemed to usually be street parking. <br/>I really enjoyed my stay here. The only thing I didn’t like was the noise. This is probably my fault, because due to booking really quickly (and not being from the area) I didn’t understand that this is essentially on a college campus. I am 39 and pretty over partying until 4am (happened probably five nights of the nine we stayed), loud music all day and night (every day) - making it difficult to work during the day, shouting and throwing things, etc. The downstairs tenants are just very, very loud. It is nothing out of the ordinary if you’re expecting to feel like you are staying in a college dorm, and Scott does provide noise machines in the bedrooms (definitely these need to be combined with earplugs if you want to sleep). If you’re going to be out during the day doing vacation like things, and partying late yourself, I’m sure this wouldn’t be an issue at all. You might even make new friends :)"
3458,11639446,-2097931966,2022-05-24,394566036,Sagyne,"It’s a great place, host is very friendly and will go above and beyond to make your stay enjoyable, and breakfast is included. The place is close to bus stop and the house is quiet and peaceful."
1366,8915877,83893258,2016-07-04,77828701,Kieran,"Though I did not get to meet Molly, she was sweet, prompt and clear about everything. The space feels like a little sanctum, kind of a dream. Highly recommend!"
7134,25549565,-1453502852,2023-03-19,495176019,Elianna,We had a great stay!
13166,44265426,799293272,2022-09-17,48754150,Martin,Nice neighborhood and comfy place
8932,28868857,-1342863032,2024-02-03,550704509,Vinicius,"The room was very nice. The utilities and TV worked well. It is well stocked with a toaster, electric water heater, and coffee maker (with coffee included). The heating for the room was very quick and responsive (with the ability to set your desired temperature). Shower pressure was good. Nice big, comfortable bed. I do wish there were a few more kitchen items like bowls, forks, knives, cups, etc. It was also a little hard to cook with just a single small electric stove and only a single cooking pot (bowl?). But all in all, it was a good stay and I recommend it."
2305,9501054,314954229,2018-08-27,39754514,Stephanie,Comfortable space and super convenient location.  
16717,52691284,-330197589,2021-10-17,36027964,Danielle,"Diana’s home was very lovely. The rooms were clean, beautifully decorated and the beds were extremely comfortable. The kitchen was fully equipped and felt much like my own. Diana was easy to reach if needed (with an amazingly fast response time), and offered great communication to get us settle in to the home, and helped us check out with ease. My family had a wonderful stay!! We visit family in Albany a few times a year and look forward to working with Diana on future bookings!"
20387,1375956047,-909957988,2023-07-26,111816224,Gabby,"We really enjoyed our stay! The apartment was comfortable and clean, walkable to the downtown area and close to great food options! Our hosts were soo easy to reach with questions!"
21880,1192097639,1912859792,2023-10-21,163793804,Matthew,"Thanks Amar! Beautiful place, right downtown!"
12017,40828178,-845761128,2021-09-12,401273650,Robert,"It was a fantastic experience! And it was the cleanest, more organized place I have stayed at!"
6977,25549565,740189067,2022-01-31,201106545,Tina,"Great place, second time here! Clean, cozy, convenient!"
367,3820211,61730901,2016-02-07,15976583,Kimberly,"Terra's place was great and in a prime location.  She provided very simple self-check in instructions and was very responsive, kind and flexible throughout our stay. <br/><br/>Her place was cozy, and clean--exactly as pictured in the photos.  The parking and wifi that is included with the place is also very convenient.  <br/><br/>Couldn't have asked for more!  <br/>   "
13242,44265426,679984856,2023-09-10,90112554,Jackie,Lloyd was an awesome host. Super responsive and friendly. Really cool building. His place was very clean. No issues with street parking for us- we were there during the weekend. Thanks for everything!
10909,38321579,673380885,2021-09-22,5373770,Piotr,Fantastic as always!
20919,-511909417,2140279110,2023-04-01,495916969,Francisco,Excelente
9331,32993402,445535982,2019-04-29,186790614,Peter,Great host
2559,10768745,194040972,2017-09-15,26023661,Juan Pablo,"Her place was super clean, cozy, and convenient! Thank you!"
3826,14989805,719146908,2020-12-28,297501942,Maureen,"Peter was an excellent host, responded very quickly to any questions I may have.  The home is absolutely darling and sparkling clean.  There is everything and anything you may need to accommodate your stay!"
19671,-794882345,-224206357,2023-04-18,230046841,Ericq,Clean Great area would recommend
15598,51230498,-1049016854,2022-04-08,176883486,Leah,"Great stay! Clean place, worked well for the one night that I stayed there, location was close to downtown, which was ideal! The street was very noisy, which was fine for me, but maybe not for a very light sleeper."
4424,17514620,239401758,2018-03-01,102225910,Suvd,The house was so lovely and the bed was super comfy. I had an access to kitchen and laundry room which made my trip way easier. The host is very welcoming and understanding. The area where the house is was quite and safe area not far from downtown.
15401,50211226,-2104189591,2023-07-28,215890640,Lauren,"Jake and Kate have a fantastic little place in a great location. Street parking was extremely convenient and always right out front of their door. Their home is clean, they supply everything you could possibly need and more, its quiet, SUPER cozy with really comfy decor and it made us feel right at home. The charm and character was like something out of a magazine. <br/>Instructions were super easy and precise for check in, they gave some great recommendations,  and were excellent and prompt at communicating. <br/>If you are looking to book a place for a great little get away in Albany, I would definitely recommend their home! Thanks again for everything!"
17820,54150131,-660838107,2023-12-29,22629333,Daniel,"Jared is a wonderful host. He is very proactive in his communications and helped out when we needed it. The place is very nice, and the location is fabulous for exploring Albany."
16196,52241973,-2034889730,2022-08-13,189539175,Anna,Great part of town and extremely comfortable.
10690,35914565,612588931,2022-05-15,135392252,Philip,Diana is a great communicator. No problems getting in to this super clean and cute apt.
13123,44265426,-98545160,2022-04-25,182676801,Ethan,👍
20411,1053640406,1964725968,2023-05-13,324919881,Zeiydah,"Nice place , great location and very peaceful. Kitchen well equipped had to prep a small meal for my daughters graduation. Would definitely stay here again if I needed to !! Vorakijs is also a great host."
576,5651579,108822983,2016-10-17,2334011,E.,"Location is pretty good, his communication for the most part is pretty fast and informative too. Great location as described. <br/>There is a VERY lived in workspace when you come through the lower studio but he was not there during my stay. Which would be off-putting because whenever you come straight out of the studio the open workspace is right there between you (the lower studio) and the door.<br/><br/>The actual suite inside of the lower studio looked clean inside but there was like an ""old"" stuffy smell throughout when I came in. I had to Febreeze a lot and some of the smell still didn't quite go away.  Didn't smell dirty at all....just a bit weird at first. Kindo of vintage like old leather books. Maybe because of the age of the building itself? <br/>It got kind of cold to me inside as it started to get into the early evening. The heat of the building was set to 70 which is way too low imo to be a comfortable heat setting even with it being 66 outside at the time that didn't change inside it felt like it was freezing. It was extra uncomfortable when you hop straight out of the shower.  <br/><br/>All the amenities in it were great except for you have no control at all over the temperature. Kind of at the whim of the owner. <br/>I'd consider staying again ... if there's a full studio suite in the upper part of the building too. Whoever was above me at the time of my stay were not light walkers or quiet at all (from like 6:30pm to 10:30).<br/><br/>Repeat? Depends but leaning to yes ... maybe get a NEST thing or add in a way that guests who rent a full studio apartment can have control of the temperature in the studio...otherwise it gives the feel of like a big private room with a kitchen in a house and not a regular studio apartment. The temperature thing was a minor drawback but still really liked the place esp for location and price.  Or in colder weather at least provide a space heater."
6909,25549565,-1244275464,2021-08-27,93698619,Alex,"I had a great stay. It was a smooth and convenient self check-in and check-out for a wonderfully cozy place on short notice. I did not get to explore the area much, but can't wait to check out all the nearby restaurant and cafe options in the neighborhood on my next trip. Thanks Janet!"
14435,47828453,210422231,2021-06-21,52781159,Dharma,"This airbnb was lovely! So clean, updated, beautiful and walkable to lark street, capitol buildings, and more! Only note would be if you’re not from up north, be prepared for A/C units rather than central air! A/C units combined with car traffic on Washington ave doesn’t make the bedrooms a noise-friendly space if that is of concern."
6599,25549565,364854024,2018-12-31,211874924,Kyle,"It's a nice little place, had everything we needed and was comfy. Good times 😎"
16819,52836323,-236730419,2023-09-04,112934564,Beth,"Diana's home was lovely! The bed was extremely comfortable and the space was as described. However, we had a scheduling conflict and submitted a request to change the reservation date, which was denied because it Diana said it was ""past the window to submit."" After reading airbnb's policies, it says guests can submit change requests up until the time of check out, so I was confused about why that reason was provided. All and all, the plans worked out and we were able to stay the full stay, but it would have been frustrating if our change request was denied with little explanation why."
17366,53567589,-782709733,2023-09-29,458050396,Krystal,"The decor was great! The lights around the windows were perfect! Bathroom was clean and had all the necessities. Instructions for entry were great, and place was easy to find."
17090,53312101,2133908402,2023-07-03,208010144,Debra,"Some other reviews mentioned the safety of the neighbourhood and parking spot. I found the folks in the neighbourhood to be really friendly while we were out for walks with our dog. There was a camera located in the parking area as well as the building and at no point did I feel unsafe, even when walking the dog at 11pm. This building was a former school with a lot of history. The building was clean. The unit was immaculate. Host provided everything in the kitchen we needed to cook our meals. Lark St was very close by as well as the 787 (Troy was a short 15 minute drive and highly recommend heading there to Tatu Tacos and Tequila or for the farmers market). Host was the most responsive I have encountered so far and even asked us to message when we arrived (we were coming from Canada) to let her know we made it safely. Definitely would stay at one of her units again."
9625,32993402,-1906914045,2022-05-14,453078321,Madany,"Earl's place is extremely clean and a cool place to stay in. He is a good host on top of that, Communication and Availability on point."
16293,52241973,205865150,2023-09-24,71210296,Braden,Jason's place is perfect for anyone traveling to Albany. It's in a very central location and is easy to access. Jason was very easy to communicate with and went above and beyond expectations for us. He noticed that we were traveling with an infant and offered to put a Pack n' Play in our room before our arrival even through it wasn't included on the listing when we booked. I'd definitely stay here again next time I travel to Albany!
2937,10768745,1648025656,2022-03-10,419994728,Brian,As always a great visit. Elizabeth is a great host.
19574,2023522984,-1291666165,2023-02-19,30472356,Celeste,The apartment was comfortable and in a good location close to the Capitol.
8242,28722270,62978458,2021-12-05,134724851,Emanuel,Thank you. Great please and Earl communicate it’s excellent
2177,9501054,151957210,2017-05-14,10785886,Charlie,It was a very basic room but Gregg was very pleasant and it was easy enough to get in/out.
16070,52042995,1275238170,2023-09-29,404475920,Tyrese,Great location and great host. Luke is very responsive and accommodating. The place was clean and is right across the from UAlbany campus.
18776,-1166811729,1485842678,2023-07-28,74146652,Jenna,"Cozy, clean stay!  Cute apartment that was just what we needed for visiting for one night. Thanks again!"
3053,10768745,-1081941360,2023-08-21,371076596,Shannon,Very cute and cozy studio.  The bed was so comfortable! Beautiful garden and interior touches.  Felt just like staying with a close relative. Would stay again if I'm in the area!
15355,50211226,1762090269,2022-11-20,269559767,Nahdia,Amazing stay at Jake and Kate's. It was exactly what we were looking for to enjoy a weekend in Albany.
20868,-1500678324,235305744,2023-05-13,430093563,Oluwanifemi,My family and I had a great stay. We were very happy to see we had all the amenities and provisions we needed for a nice stay including basic kitchen and bathroom items.
14206,47334913,2012257901,2022-10-31,218683357,Christie,Great place to stay!
6904,25549565,662456849,2021-08-20,44609849,Kama,Comfortable and clean place in a good location. We arrived late and left early with no issues
1738,9005989,311581006,2018-08-21,29561194,Rina,Sue's place is ideal for the young and hip.  The location is near Washington park and Lark street (lots of quaint shops and restos).  Walking distance to Immaculate Conception Cathedral and Museum.  Bus stop for the nearest malls is very  accessible.
20903,-1500678324,-1241972812,2023-11-05,47995219,Paula,"This is a really nice space, in sight of the Palace Theater (which is what we were in Albany for) and walkable to lots of restaurants. You can safely ignore your first impression of the surroundings. Although the block seemed mostly to consist of abandoned buildings, there was nothing  scary or sketchy about the neighborhood. Kitchenware was a bit random, but luckily we didn't need to cook during our stay. We also weren't there very long due to the concert we were in town for, but the living room area was really lovely and spacious, so if you needed to hunker down for a few days, it would serve you well. The host was super friendly and responsive from booking onward—including when it turned out she'd sent us the wrong door codes. Luckily we had arrived in the afternoon (not the middle of the night, as can sometimes happen with travel). She cleared up the  mixup quickly and was very apologetic."
2545,10768745,178519493,2017-08-05,125905409,Morgan,"The studio was perfect for my stay in Albany. It was both extremely comfortable and beautifully decorated. Liz had all the basics covered, making it much easier to pack for my trip. The location was great, both off of the main drag enough to be peaceful and still close enough to be convenient. I definitely hope to stay again in the future!"
21217,2011596964,920997048,2023-08-20,150966016,Rocky,Great and clean place to stay. The host is respectful of your space and helpful when you're new to the city. Bonus points if you're a cat person. Highly recommended as a place to stay for a while in Albany.
21452,-995497011,-1756426833,2023-07-29,65478893,Alicia,had a wonderful stay at this historic and trendy loft.
10611,35914565,769893445,2021-06-13,30355078,John,"Great place, everything was as advertised. Check in was a breeze. Would definitely stay there again."
17624,54126427,-53719712,2022-03-04,316295999,Raliat,"WOW, Erion’s home was such an amazing home. I had the opportunity to stay overnight while visiting my student son. The home was exceptionally clean, lots of upgraded appliances with nice gender neural decor to enjoy. The neighborhood had nearby restaurants which were walking distance to get food. This was a plus due to the time I arrived and was vanished from my traveling. Although, wasn’t able to connect into WiFi for some reason and would’ve wished there were creamer for the coffee however, it was a total enjoyable home to stay. I’ll surely stay at Erion’s home again. Wonderful home 🏡☺️!"
466,3820211,288765282,2018-07-10,82209128,Ashley,"Home away in the heart of Albany. Grab dinner at Savoy around the corner or coffee at Dunkin in the a.m., you're near it all."
21310,1969606172,670116353,2024-03-02,192361095,Cedrick,"Christian is an excellent host, very responsive, and accommodating! His place is very clean and the amenities are superb! I would definitely recommend staying here 10/10!"
10318,34330970,106651822,2023-04-29,41355462,Catherine,"We had a great night in Diana's place. It was clean and comfortable. We didn't have time to enjoy all the cool stuff - pool table, video games, etc. but we'd gladly stay again!"
817,5651579,481292648,2019-07-04,85985384,Evan,"Great apartment, amazing location.  Gregg is super responsive and ready to help if anything comes up!"
8442,28868857,423920681,2019-03-15,162588336,Madeleine,"Great place, wonderful hospitality and quick and detailed responses from the host."
19382,1222946856,-1473844010,2022-12-18,244011962,Maria,The house is beautiful and it is exactly as in the pictures. Thomas is a great host that gives as little or much interaction as you want. The hot tub works great! There are two dogs in the house but they are not aggressive and are peaceful after they see you once. I will definitely be coming back.
2950,10768745,-261188888,2022-04-25,71194495,Emily,Very cozy. Attentive host. Within walking distance to St. Peter’s hospital.
20858,-1500678324,1481476312,2023-03-12,93427763,Mike,Great location. Two minutes from the Palace. <br/>Close to restaurants and bars
18607,1864548808,-472109457,2023-05-05,346107414,Alyssa,This Airbnb was the perfect place for me! I stayed for 6 weeks while working at the hospital. Everything at the Airbnb was amazing & Kathryn was extremely responsive to all my questions. I was able to walk to and from the hospital every day - the location was perfect! Lots of things to do in the surrounding area within walking distance. Would 1000% recommend this place!!!!
8843,28868857,-302366769,2022-10-17,476789300,Ashley,"Although, I was unable to stay in the end, Earl was extremely easy to communicate with and was very quick to respond with any questions I had leading up to the trip. The was no confusion or hesitation regarding the stay, it just didn’t work out in the end."
7439,28341274,-504809864,2021-07-18,3540041,Peter,"Alice was a wonderful, accommodating host! I loved her brownstone right on Washington Park, filled with art and quirky decorations. And her three cats! She was great about accommodating my late arrival, and went above and beyond to make me feel welcome in her comfortable home. Highly recommended for single travelers!"
8013,28722270,605976348,2020-02-15,185048836,James,"A very cozy stay, conveniently located for enjoying downtown Albany. The location was clean, check in was easy, and our host replied instantly to messages."
